filename,molecule,ansatz,layers,basis,init,n_qubits,norb,n_alpha_target,n_beta_target,n_unique_strings,n_correct_strings,frac_correct_strings,prob_mass_correct,prob_mass_1e_neighbor
"buta-1,3-diene_LUCJ_L1_STO-3G_CCSD.npz","buta-1,3-diene",LUCJ,1,STO-3G,CCSD,52,26,15,15,10000,166,0.0166,0.0166,0.07200000000000002
"buta-1,3-diene_LUCJ_L1_STO-3G_ML.npz","buta-1,3-diene",LUCJ,1,STO-3G,ML,52,26,15,15,10000,162,0.0162,0.016200000000000003,0.05860000000000001
"buta-1,3-diene_LUCJ_L1_STO-3G_ML_exact.npz","buta-1,3-diene",LUCJ,1,STO-3G,ML_exact,52,26,15,15,10000,158,0.0158,0.0158,0.06880000000000001
"buta-1,3-diene_LUCJ_L1_STO-3G_MP2.npz","buta-1,3-diene",LUCJ,1,STO-3G,MP2,52,26,15,15,10000,142,0.0142,0.014200000000000004,0.06050000000000001
"buta-1,3-diene_LUCJ_L1_STO-3G_random.npz","buta-1,3-diene",LUCJ,1,STO-3G,random,52,26,15,15,10000,185,0.0185,0.018500000000000003,0.06940000000000002
"buta-1,3-diene_LUCJ_L1_STO-3G_zeroes.npz","buta-1,3-diene",LUCJ,1,STO-3G,zeroes,52,26,15,15,10000,112,0.0112,0.011200000000000003,0.045100000000000015
"buta-1,3-diene_LUCJ_L1_aug-cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,1,aug-cc-pVDZ,CCSD,52,26,15,15,10000,149,0.0149,0.014900000000000004,0.0695
"buta-1,3-diene_LUCJ_L1_aug-cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,1,aug-cc-pVDZ,ML,52,26,15,15,10000,184,0.0184,0.018400000000000007,0.06570000000000002
"buta-1,3-diene_LUCJ_L1_aug-cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,1,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,181,0.0181,0.0181,0.06540000000000001
"buta-1,3-diene_LUCJ_L1_aug-cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,1,aug-cc-pVDZ,MP2,52,26,15,15,10000,173,0.0173,0.017300000000000003,0.06600000000000002
"buta-1,3-diene_LUCJ_L1_aug-cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,1,aug-cc-pVDZ,random,52,26,15,15,10000,201,0.0201,0.020100000000000007,0.07440000000000002
"buta-1,3-diene_LUCJ_L1_aug-cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,1,aug-cc-pVDZ,zeroes,52,26,15,15,9992,166,0.016613290632506005,0.0166,0.05410000000000001
"buta-1,3-diene_LUCJ_L1_cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,1,cc-pVDZ,CCSD,52,26,15,15,10000,151,0.0151,0.015100000000000004,0.05980000000000001
"buta-1,3-diene_LUCJ_L1_cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,1,cc-pVDZ,ML,52,26,15,15,10000,146,0.0146,0.014600000000000004,0.05990000000000001
"buta-1,3-diene_LUCJ_L1_cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,1,cc-pVDZ,ML_exact,52,26,15,15,10000,161,0.0161,0.016100000000000003,0.0685
"buta-1,3-diene_LUCJ_L1_cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,1,cc-pVDZ,MP2,52,26,15,15,10000,144,0.0144,0.014400000000000003,0.05000000000000002
"buta-1,3-diene_LUCJ_L1_cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,1,cc-pVDZ,random,52,26,15,15,10000,226,0.0226,0.022600000000000006,0.07510000000000003
"buta-1,3-diene_LUCJ_L1_cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,1,cc-pVDZ,zeroes,52,26,15,15,9999,113,0.011301130113011301,0.011300000000000003,0.04670000000000001
"buta-1,3-diene_LUCJ_L2_STO-3G_CCSD.npz","buta-1,3-diene",LUCJ,2,STO-3G,CCSD,52,26,15,15,10000,155,0.0155,0.015500000000000002,0.06530000000000002
"buta-1,3-diene_LUCJ_L2_STO-3G_ML.npz","buta-1,3-diene",LUCJ,2,STO-3G,ML,52,26,15,15,10000,149,0.0149,0.014900000000000004,0.05870000000000001
"buta-1,3-diene_LUCJ_L2_STO-3G_ML_exact.npz","buta-1,3-diene",LUCJ,2,STO-3G,ML_exact,52,26,15,15,10000,149,0.0149,0.014900000000000004,0.060100000000000015
"buta-1,3-diene_LUCJ_L2_STO-3G_MP2.npz","buta-1,3-diene",LUCJ,2,STO-3G,MP2,52,26,15,15,10000,167,0.0167,0.0167,0.05800000000000001
"buta-1,3-diene_LUCJ_L2_STO-3G_random.npz","buta-1,3-diene",LUCJ,2,STO-3G,random,52,26,15,15,10000,192,0.0192,0.019200000000000005,0.06350000000000001
"buta-1,3-diene_LUCJ_L2_STO-3G_zeroes.npz","buta-1,3-diene",LUCJ,2,STO-3G,zeroes,52,26,15,15,9999,112,0.0112011201120112,0.011200000000000003,0.04680000000000001
"buta-1,3-diene_LUCJ_L2_aug-cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,2,aug-cc-pVDZ,CCSD,52,26,15,15,10000,141,0.0141,0.014100000000000005,0.06540000000000001
"buta-1,3-diene_LUCJ_L2_aug-cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,2,aug-cc-pVDZ,ML,52,26,15,15,10000,154,0.0154,0.015400000000000002,0.06240000000000001
"buta-1,3-diene_LUCJ_L2_aug-cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,2,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,155,0.0155,0.015500000000000002,0.0655
"buta-1,3-diene_LUCJ_L2_aug-cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,2,aug-cc-pVDZ,MP2,52,26,15,15,10000,155,0.0155,0.015500000000000002,0.06670000000000001
"buta-1,3-diene_LUCJ_L2_aug-cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,2,aug-cc-pVDZ,random,52,26,15,15,10000,164,0.0164,0.0164,0.06680000000000001
"buta-1,3-diene_LUCJ_L2_aug-cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,2,aug-cc-pVDZ,zeroes,52,26,15,15,9995,155,0.015507753876938469,0.015500000000000002,0.058400000000000014
"buta-1,3-diene_LUCJ_L2_cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,2,cc-pVDZ,CCSD,52,26,15,15,10000,160,0.016,0.016000000000000004,0.06520000000000001
"buta-1,3-diene_LUCJ_L2_cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,2,cc-pVDZ,ML,52,26,15,15,10000,155,0.0155,0.015500000000000002,0.06260000000000002
"buta-1,3-diene_LUCJ_L2_cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,2,cc-pVDZ,ML_exact,52,26,15,15,10000,171,0.0171,0.017100000000000004,0.06280000000000001
"buta-1,3-diene_LUCJ_L2_cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,2,cc-pVDZ,MP2,52,26,15,15,10000,189,0.0189,0.0189,0.06380000000000001
"buta-1,3-diene_LUCJ_L2_cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,2,cc-pVDZ,random,52,26,15,15,10000,172,0.0172,0.0172,0.06580000000000001
"buta-1,3-diene_LUCJ_L2_cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,2,cc-pVDZ,zeroes,52,26,15,15,10000,129,0.0129,0.012900000000000002,0.04780000000000001
"buta-1,3-diene_LUCJ_L3_STO-3G_CCSD.npz","buta-1,3-diene",LUCJ,3,STO-3G,CCSD,52,26,15,15,10000,170,0.017,0.017,0.06540000000000001
"buta-1,3-diene_LUCJ_L3_STO-3G_ML.npz","buta-1,3-diene",LUCJ,3,STO-3G,ML,52,26,15,15,10000,144,0.0144,0.014400000000000003,0.06880000000000001
"buta-1,3-diene_LUCJ_L3_STO-3G_ML_exact.npz","buta-1,3-diene",LUCJ,3,STO-3G,ML_exact,52,26,15,15,10000,167,0.0167,0.0167,0.06490000000000001
"buta-1,3-diene_LUCJ_L3_STO-3G_MP2.npz","buta-1,3-diene",LUCJ,3,STO-3G,MP2,52,26,15,15,10000,170,0.017,0.017,0.07080000000000002
"buta-1,3-diene_LUCJ_L3_STO-3G_random.npz","buta-1,3-diene",LUCJ,3,STO-3G,random,52,26,15,15,10000,178,0.0178,0.017800000000000003,0.06730000000000001
"buta-1,3-diene_LUCJ_L3_STO-3G_zeroes.npz","buta-1,3-diene",LUCJ,3,STO-3G,zeroes,52,26,15,15,10000,109,0.0109,0.0109,0.043200000000000016
"buta-1,3-diene_LUCJ_L3_aug-cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,3,aug-cc-pVDZ,CCSD,52,26,15,15,10000,170,0.017,0.017,0.06140000000000001
"buta-1,3-diene_LUCJ_L3_aug-cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,3,aug-cc-pVDZ,ML,52,26,15,15,10000,166,0.0166,0.0166,0.06840000000000002
"buta-1,3-diene_LUCJ_L3_aug-cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,3,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,172,0.0172,0.0172,0.062100000000000016
"buta-1,3-diene_LUCJ_L3_aug-cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,3,aug-cc-pVDZ,MP2,52,26,15,15,10000,163,0.0163,0.016300000000000002,0.06620000000000001
"buta-1,3-diene_LUCJ_L3_aug-cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,3,aug-cc-pVDZ,random,52,26,15,15,10000,163,0.0163,0.016300000000000002,0.06400000000000002
"buta-1,3-diene_LUCJ_L3_aug-cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,3,aug-cc-pVDZ,zeroes,52,26,15,15,9994,152,0.015209125475285171,0.015200000000000003,0.05840000000000001
"buta-1,3-diene_LUCJ_L3_cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,3,cc-pVDZ,CCSD,52,26,15,15,10000,180,0.018,0.018000000000000002,0.06280000000000001
"buta-1,3-diene_LUCJ_L3_cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,3,cc-pVDZ,ML,52,26,15,15,10000,152,0.0152,0.015200000000000003,0.06590000000000001
"buta-1,3-diene_LUCJ_L3_cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,3,cc-pVDZ,ML_exact,52,26,15,15,10000,178,0.0178,0.017800000000000003,0.06380000000000001
"buta-1,3-diene_LUCJ_L3_cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,3,cc-pVDZ,MP2,52,26,15,15,10000,170,0.017,0.017,0.063
"buta-1,3-diene_LUCJ_L3_cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,3,cc-pVDZ,random,52,26,15,15,10000,153,0.0153,0.015300000000000003,0.06410000000000002
"buta-1,3-diene_LUCJ_L3_cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,3,cc-pVDZ,zeroes,52,26,15,15,9999,124,0.012401240124012402,0.012400000000000001,0.050200000000000015
"buta-1,3-diene_LUCJ_L4_STO-3G_CCSD.npz","buta-1,3-diene",LUCJ,4,STO-3G,CCSD,52,26,15,15,10000,196,0.0196,0.019600000000000003,0.0695
"buta-1,3-diene_LUCJ_L4_STO-3G_ML.npz","buta-1,3-diene",LUCJ,4,STO-3G,ML,52,26,15,15,10000,183,0.0183,0.0183,0.0655
"buta-1,3-diene_LUCJ_L4_STO-3G_ML_exact.npz","buta-1,3-diene",LUCJ,4,STO-3G,ML_exact,52,26,15,15,10000,171,0.0171,0.017100000000000004,0.06600000000000002
"buta-1,3-diene_LUCJ_L4_STO-3G_MP2.npz","buta-1,3-diene",LUCJ,4,STO-3G,MP2,52,26,15,15,10000,171,0.0171,0.017100000000000004,0.06830000000000001
"buta-1,3-diene_LUCJ_L4_STO-3G_random.npz","buta-1,3-diene",LUCJ,4,STO-3G,random,52,26,15,15,10000,156,0.0156,0.015600000000000001,0.06380000000000001
"buta-1,3-diene_LUCJ_L4_STO-3G_zeroes.npz","buta-1,3-diene",LUCJ,4,STO-3G,zeroes,52,26,15,15,10000,108,0.0108,0.0108,0.04420000000000002
"buta-1,3-diene_LUCJ_L4_aug-cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,4,aug-cc-pVDZ,CCSD,52,26,15,15,10000,160,0.016,0.016000000000000004,0.06650000000000002
"buta-1,3-diene_LUCJ_L4_aug-cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,4,aug-cc-pVDZ,ML,52,26,15,15,10000,215,0.0215,0.021500000000000002,0.06890000000000002
"buta-1,3-diene_LUCJ_L4_aug-cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,4,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,179,0.0179,0.017900000000000003,0.0675
"buta-1,3-diene_LUCJ_L4_aug-cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,4,aug-cc-pVDZ,MP2,52,26,15,15,10000,192,0.0192,0.019200000000000005,0.06820000000000001
"buta-1,3-diene_LUCJ_L4_aug-cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,4,aug-cc-pVDZ,random,52,26,15,15,10000,169,0.0169,0.016900000000000005,0.06760000000000001
"buta-1,3-diene_LUCJ_L4_aug-cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,4,aug-cc-pVDZ,zeroes,52,26,15,15,9988,147,0.01471766119343212,0.014700000000000005,0.05870000000000001
"buta-1,3-diene_LUCJ_L4_cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,4,cc-pVDZ,CCSD,52,26,15,15,10000,191,0.0191,0.0191,0.065
"buta-1,3-diene_LUCJ_L4_cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,4,cc-pVDZ,ML,52,26,15,15,10000,169,0.0169,0.016900000000000005,0.06590000000000001
"buta-1,3-diene_LUCJ_L4_cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,4,cc-pVDZ,ML_exact,52,26,15,15,10000,154,0.0154,0.015400000000000002,0.06420000000000001
"buta-1,3-diene_LUCJ_L4_cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,4,cc-pVDZ,MP2,52,26,15,15,10000,171,0.0171,0.017100000000000004,0.06380000000000001
"buta-1,3-diene_LUCJ_L4_cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,4,cc-pVDZ,random,52,26,15,15,10000,168,0.0168,0.016800000000000002,0.06380000000000001
"buta-1,3-diene_LUCJ_L4_cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,4,cc-pVDZ,zeroes,52,26,15,15,9996,106,0.010604241696678672,0.010600000000000002,0.054100000000000016
"buta-1,3-diene_LUCJ_L5_STO-3G_CCSD.npz","buta-1,3-diene",LUCJ,5,STO-3G,CCSD,52,26,15,15,10000,189,0.0189,0.0189,0.06940000000000002
"buta-1,3-diene_LUCJ_L5_STO-3G_ML.npz","buta-1,3-diene",LUCJ,5,STO-3G,ML,52,26,15,15,10000,168,0.0168,0.016800000000000002,0.069
"buta-1,3-diene_LUCJ_L5_STO-3G_ML_exact.npz","buta-1,3-diene",LUCJ,5,STO-3G,ML_exact,52,26,15,15,10000,185,0.0185,0.018500000000000003,0.06980000000000001
"buta-1,3-diene_LUCJ_L5_STO-3G_MP2.npz","buta-1,3-diene",LUCJ,5,STO-3G,MP2,52,26,15,15,10000,206,0.0206,0.0206,0.07170000000000001
"buta-1,3-diene_LUCJ_L5_STO-3G_random.npz","buta-1,3-diene",LUCJ,5,STO-3G,random,52,26,15,15,10000,181,0.0181,0.0181,0.069
"buta-1,3-diene_LUCJ_L5_STO-3G_zeroes.npz","buta-1,3-diene",LUCJ,5,STO-3G,zeroes,52,26,15,15,10000,129,0.0129,0.012900000000000002,0.047500000000000014
"buta-1,3-diene_LUCJ_L5_aug-cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,5,aug-cc-pVDZ,CCSD,52,26,15,15,10000,222,0.0222,0.022200000000000004,0.0678
"buta-1,3-diene_LUCJ_L5_aug-cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,5,aug-cc-pVDZ,ML,52,26,15,15,10000,183,0.0183,0.0183,0.07090000000000002
"buta-1,3-diene_LUCJ_L5_aug-cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,5,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,215,0.0215,0.021500000000000002,0.07260000000000003
"buta-1,3-diene_LUCJ_L5_aug-cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,5,aug-cc-pVDZ,MP2,52,26,15,15,10000,188,0.0188,0.018800000000000004,0.0685
"buta-1,3-diene_LUCJ_L5_aug-cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,5,aug-cc-pVDZ,random,52,26,15,15,10000,197,0.0197,0.019700000000000002,0.06820000000000001
"buta-1,3-diene_LUCJ_L5_aug-cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,5,aug-cc-pVDZ,zeroes,52,26,15,15,9992,139,0.013911128903122499,0.013900000000000003,0.062200000000000005
"buta-1,3-diene_LUCJ_L5_cc-pVDZ_CCSD.npz","buta-1,3-diene",LUCJ,5,cc-pVDZ,CCSD,52,26,15,15,10000,188,0.0188,0.018800000000000004,0.07130000000000002
"buta-1,3-diene_LUCJ_L5_cc-pVDZ_ML.npz","buta-1,3-diene",LUCJ,5,cc-pVDZ,ML,52,26,15,15,10000,163,0.0163,0.016300000000000002,0.0695
"buta-1,3-diene_LUCJ_L5_cc-pVDZ_ML_exact.npz","buta-1,3-diene",LUCJ,5,cc-pVDZ,ML_exact,52,26,15,15,10000,178,0.0178,0.017800000000000003,0.07460000000000003
"buta-1,3-diene_LUCJ_L5_cc-pVDZ_MP2.npz","buta-1,3-diene",LUCJ,5,cc-pVDZ,MP2,52,26,15,15,10000,172,0.0172,0.0172,0.07280000000000003
"buta-1,3-diene_LUCJ_L5_cc-pVDZ_random.npz","buta-1,3-diene",LUCJ,5,cc-pVDZ,random,52,26,15,15,10000,186,0.0186,0.018600000000000005,0.07580000000000002
"buta-1,3-diene_LUCJ_L5_cc-pVDZ_zeroes.npz","buta-1,3-diene",LUCJ,5,cc-pVDZ,zeroes,52,26,15,15,10000,135,0.0135,0.013500000000000005,0.05320000000000001
ethane_LUCJ_L1_STO-3G_CCSD.npz,ethane,LUCJ,1,STO-3G,CCSD,32,16,9,9,9970,553,0.055466399197592775,0.05590000000000001,0.18270000000000006
ethane_LUCJ_L1_STO-3G_ML.npz,ethane,LUCJ,1,STO-3G,ML,32,16,9,9,9989,457,0.04575032535789368,0.045800000000000014,0.16510000000000005
ethane_LUCJ_L1_STO-3G_ML_exact.npz,ethane,LUCJ,1,STO-3G,ML_exact,32,16,9,9,9969,537,0.05386698766175143,0.05470000000000001,0.17060000000000006
ethane_LUCJ_L1_STO-3G_MP2.npz,ethane,LUCJ,1,STO-3G,MP2,32,16,9,9,9989,452,0.045249774752227453,0.04540000000000001,0.16410000000000005
ethane_LUCJ_L1_STO-3G_random.npz,ethane,LUCJ,1,STO-3G,random,32,16,9,9,10000,469,0.0469,0.04690000000000001,0.17280000000000006
ethane_LUCJ_L1_STO-3G_zeroes.npz,ethane,LUCJ,1,STO-3G,zeroes,32,16,9,9,7480,541,0.07232620320855615,0.0976,0.23270000000000002
ethane_LUCJ_L1_aug-cc-pVDZ_CCSD.npz,ethane,LUCJ,1,aug-cc-pVDZ,CCSD,32,16,9,9,10000,401,0.0401,0.04010000000000001,0.14070000000000005
ethane_LUCJ_L1_aug-cc-pVDZ_ML.npz,ethane,LUCJ,1,aug-cc-pVDZ,ML,32,16,9,9,10000,389,0.0389,0.038900000000000004,0.14840000000000003
ethane_LUCJ_L1_aug-cc-pVDZ_ML_exact.npz,ethane,LUCJ,1,aug-cc-pVDZ,ML_exact,32,16,9,9,9999,403,0.04030403040304031,0.04030000000000001,0.14550000000000002
ethane_LUCJ_L1_aug-cc-pVDZ_MP2.npz,ethane,LUCJ,1,aug-cc-pVDZ,MP2,32,16,9,9,10000,475,0.0475,0.047500000000000014,0.15320000000000003
ethane_LUCJ_L1_aug-cc-pVDZ_random.npz,ethane,LUCJ,1,aug-cc-pVDZ,random,32,16,9,9,10000,452,0.0452,0.04520000000000001,0.16250000000000003
ethane_LUCJ_L1_aug-cc-pVDZ_zeroes.npz,ethane,LUCJ,1,aug-cc-pVDZ,zeroes,32,16,9,9,8806,508,0.057687940040881215,0.06970000000000001,0.1945
ethane_LUCJ_L1_cc-pVDZ_CCSD.npz,ethane,LUCJ,1,cc-pVDZ,CCSD,32,16,9,9,9984,509,0.05098157051282051,0.05130000000000001,0.16700000000000004
ethane_LUCJ_L1_cc-pVDZ_ML.npz,ethane,LUCJ,1,cc-pVDZ,ML,32,16,9,9,9978,591,0.059230306674684305,0.06000000000000001,0.18540000000000006
ethane_LUCJ_L1_cc-pVDZ_ML_exact.npz,ethane,LUCJ,1,cc-pVDZ,ML_exact,32,16,9,9,9981,514,0.05149784590722373,0.05180000000000001,0.17170000000000005
ethane_LUCJ_L1_cc-pVDZ_MP2.npz,ethane,LUCJ,1,cc-pVDZ,MP2,32,16,9,9,9980,487,0.04879759519038076,0.04920000000000001,0.17090000000000005
ethane_LUCJ_L1_cc-pVDZ_random.npz,ethane,LUCJ,1,cc-pVDZ,random,32,16,9,9,10000,532,0.0532,0.05320000000000001,0.16430000000000006
ethane_LUCJ_L1_cc-pVDZ_zeroes.npz,ethane,LUCJ,1,cc-pVDZ,zeroes,32,16,9,9,8110,531,0.0654747225647349,0.09129999999999999,0.21780000000000002
ethane_LUCJ_L2_STO-3G_CCSD.npz,ethane,LUCJ,2,STO-3G,CCSD,32,16,9,9,10000,445,0.0445,0.04450000000000001,0.13950000000000004
ethane_LUCJ_L2_STO-3G_ML.npz,ethane,LUCJ,2,STO-3G,ML,32,16,9,9,10000,434,0.0434,0.043400000000000015,0.13840000000000002
ethane_LUCJ_L2_STO-3G_ML_exact.npz,ethane,LUCJ,2,STO-3G,ML_exact,32,16,9,9,10000,387,0.0387,0.03870000000000001,0.14030000000000004
ethane_LUCJ_L2_STO-3G_MP2.npz,ethane,LUCJ,2,STO-3G,MP2,32,16,9,9,10000,385,0.0385,0.038500000000000006,0.14440000000000003
ethane_LUCJ_L2_STO-3G_random.npz,ethane,LUCJ,2,STO-3G,random,32,16,9,9,10000,427,0.0427,0.04270000000000001,0.14450000000000002
ethane_LUCJ_L2_STO-3G_zeroes.npz,ethane,LUCJ,2,STO-3G,zeroes,32,16,9,9,7416,524,0.07065803667745416,0.10329999999999999,0.22790000000000005
ethane_LUCJ_L2_aug-cc-pVDZ_CCSD.npz,ethane,LUCJ,2,aug-cc-pVDZ,CCSD,32,16,9,9,10000,369,0.0369,0.03690000000000001,0.11830000000000002
ethane_LUCJ_L2_aug-cc-pVDZ_ML.npz,ethane,LUCJ,2,aug-cc-pVDZ,ML,32,16,9,9,10000,326,0.0326,0.032600000000000004,0.12630000000000002
ethane_LUCJ_L2_aug-cc-pVDZ_ML_exact.npz,ethane,LUCJ,2,aug-cc-pVDZ,ML_exact,32,16,9,9,10000,346,0.0346,0.034600000000000006,0.13200000000000003
ethane_LUCJ_L2_aug-cc-pVDZ_MP2.npz,ethane,LUCJ,2,aug-cc-pVDZ,MP2,32,16,9,9,10000,416,0.0416,0.04160000000000001,0.12940000000000002
ethane_LUCJ_L2_aug-cc-pVDZ_random.npz,ethane,LUCJ,2,aug-cc-pVDZ,random,32,16,9,9,10000,367,0.0367,0.0367,0.14070000000000005
ethane_LUCJ_L2_aug-cc-pVDZ_zeroes.npz,ethane,LUCJ,2,aug-cc-pVDZ,zeroes,32,16,9,9,8881,505,0.05686296588222047,0.0699,0.19890000000000002
ethane_LUCJ_L2_cc-pVDZ_CCSD.npz,ethane,LUCJ,2,cc-pVDZ,CCSD,32,16,9,9,10000,352,0.0352,0.03520000000000001,0.12880000000000003
ethane_LUCJ_L2_cc-pVDZ_ML.npz,ethane,LUCJ,2,cc-pVDZ,ML,32,16,9,9,10000,386,0.0386,0.03860000000000001,0.14010000000000006
ethane_LUCJ_L2_cc-pVDZ_ML_exact.npz,ethane,LUCJ,2,cc-pVDZ,ML_exact,32,16,9,9,10000,385,0.0385,0.038500000000000006,0.14010000000000006
ethane_LUCJ_L2_cc-pVDZ_MP2.npz,ethane,LUCJ,2,cc-pVDZ,MP2,32,16,9,9,10000,409,0.0409,0.040900000000000006,0.14430000000000004
ethane_LUCJ_L2_cc-pVDZ_random.npz,ethane,LUCJ,2,cc-pVDZ,random,32,16,9,9,10000,426,0.0426,0.04260000000000001,0.13790000000000002
ethane_LUCJ_L2_cc-pVDZ_zeroes.npz,ethane,LUCJ,2,cc-pVDZ,zeroes,32,16,9,9,8005,509,0.06358525921299188,0.0882,0.2151
ethane_LUCJ_L3_STO-3G_CCSD.npz,ethane,LUCJ,3,STO-3G,CCSD,32,16,9,9,10000,321,0.0321,0.032100000000000004,0.13150000000000003
ethane_LUCJ_L3_STO-3G_ML.npz,ethane,LUCJ,3,STO-3G,ML,32,16,9,9,10000,388,0.0388,0.03880000000000001,0.12660000000000002
ethane_LUCJ_L3_STO-3G_ML_exact.npz,ethane,LUCJ,3,STO-3G,ML_exact,32,16,9,9,9999,335,0.0335033503350335,0.0335,0.12830000000000003
ethane_LUCJ_L3_STO-3G_MP2.npz,ethane,LUCJ,3,STO-3G,MP2,32,16,9,9,10000,344,0.0344,0.03440000000000001,0.12260000000000001
ethane_LUCJ_L3_STO-3G_random.npz,ethane,LUCJ,3,STO-3G,random,32,16,9,9,10000,381,0.0381,0.03810000000000001,0.13310000000000002
ethane_LUCJ_L3_STO-3G_zeroes.npz,ethane,LUCJ,3,STO-3G,zeroes,32,16,9,9,7614,517,0.06790123456790123,0.09820000000000001,0.23990000000000006
ethane_LUCJ_L3_aug-cc-pVDZ_CCSD.npz,ethane,LUCJ,3,aug-cc-pVDZ,CCSD,32,16,9,9,10000,336,0.0336,0.033600000000000005,0.12070000000000003
ethane_LUCJ_L3_aug-cc-pVDZ_ML.npz,ethane,LUCJ,3,aug-cc-pVDZ,ML,32,16,9,9,10000,337,0.0337,0.03370000000000001,0.12050000000000002
ethane_LUCJ_L3_aug-cc-pVDZ_ML_exact.npz,ethane,LUCJ,3,aug-cc-pVDZ,ML_exact,32,16,9,9,10000,346,0.0346,0.034600000000000006,0.12380000000000002
ethane_LUCJ_L3_aug-cc-pVDZ_MP2.npz,ethane,LUCJ,3,aug-cc-pVDZ,MP2,32,16,9,9,10000,342,0.0342,0.0342,0.12300000000000003
ethane_LUCJ_L3_aug-cc-pVDZ_random.npz,ethane,LUCJ,3,aug-cc-pVDZ,random,32,16,9,9,10000,356,0.0356,0.03560000000000001,0.12520000000000003
ethane_LUCJ_L3_aug-cc-pVDZ_zeroes.npz,ethane,LUCJ,3,aug-cc-pVDZ,zeroes,32,16,9,9,8958,526,0.058718463942844384,0.0695,0.19910000000000003
ethane_LUCJ_L3_cc-pVDZ_CCSD.npz,ethane,LUCJ,3,cc-pVDZ,CCSD,32,16,9,9,10000,385,0.0385,0.038500000000000006,0.1254
ethane_LUCJ_L3_cc-pVDZ_ML.npz,ethane,LUCJ,3,cc-pVDZ,ML,32,16,9,9,10000,338,0.0338,0.033800000000000004,0.12990000000000004
ethane_LUCJ_L3_cc-pVDZ_ML_exact.npz,ethane,LUCJ,3,cc-pVDZ,ML_exact,32,16,9,9,9999,382,0.038203820382038206,0.03820000000000001,0.12990000000000004
ethane_LUCJ_L3_cc-pVDZ_MP2.npz,ethane,LUCJ,3,cc-pVDZ,MP2,32,16,9,9,10000,383,0.0383,0.03830000000000001,0.1342
