Name,L,Basis,Injection,Energy_NoRecovery,SubspaceDim_NoRecovery
ethane,1,aug-cc-pVDZ,ML,-79.2370802180206,471969
ethane,1,aug-cc-pVDZ,ML_exact,-79.23707449678903,529984
ethane,1,aug-cc-pVDZ,MP2,-79.23705970491045,708964
ethane,1,aug-cc-pVDZ,random,-79.23698228052422,760384
ethane,1,aug-cc-pVDZ,zeroes,-79.23711585455598,216225
ethane,1,cc-pVDZ,CCSD,-79.25761766917711,481636
ethane,1,cc-pVDZ,ML,-79.25592934633474,632025
ethane,1,cc-pVDZ,ML_exact,-79.25767899011163,478864
ethane,1,cc-pVDZ,MP2,-79.25798262617661,405769
ethane,1,cc-pVDZ,random,-79.23566818220269,1000000
ethane,1,cc-pVDZ,zeroes,-79.25700357201521,231361
ethane,2,STO-3G,CCSD,-78.34409757163226,722500
ethane,2,STO-3G,ML,-78.32639846093716,683929
ethane,2,STO-3G,ML_exact,-78.31743324573051,570025
ethane,2,STO-3G,MP2,-78.31501839358282,552049
ethane,2,STO-3G,random,-78.30663721766331,682276
ethane,2,STO-3G,zeroes,-78.44015117933006,235225
ethane,2,aug-cc-pVDZ,CCSD,-79.23698770927851,506944
ethane,2,aug-cc-pVDZ,ML,-79.23698172027892,404496
ethane,2,aug-cc-pVDZ,ML_exact,-79.23698135381872,436921
ethane,2,aug-cc-pVDZ,MP2,-79.23700806362368,611524
ethane,2,aug-cc-pVDZ,random,-79.23698018650009,512656
ethane,2,aug-cc-pVDZ,zeroes,-79.23710456894119,174724
ethane,2,cc-pVDZ,CCSD,-79.24091048858267,459684
ethane,2,cc-pVDZ,ML,-79.24040532899758,556516
ethane,2,cc-pVDZ,ML_exact,-79.24275722548663,543169
ethane,2,cc-pVDZ,MP2,-79.24567281627193,603729
ethane,2,cc-pVDZ,random,-79.23516640154938,674041
ethane,2,cc-pVDZ,zeroes,-79.25613508844074,204304
ethane,3,STO-3G,CCSD,-78.30927550861861,391876
ethane,3,STO-3G,ML,-78.31490602362786,579121
ethane,3,STO-3G,ML_exact,-78.31087867649813,416025
ethane,3,STO-3G,MP2,-78.31426206691003,439569
ethane,3,STO-3G,random,-78.31124973705803,549081
ethane,3,STO-3G,zeroes,-78.43714456902552,233289
ethane,3,aug-cc-pVDZ,CCSD,-79.23698380184317,432964
ethane,3,aug-cc-pVDZ,ML,-79.23698002410373,417316
ethane,3,aug-cc-pVDZ,ML_exact,-79.23698163407471,444889
ethane,3,aug-cc-pVDZ,MP2,-79.23698355267311,434281
ethane,3,aug-cc-pVDZ,random,-79.23698069855331,488601
ethane,3,aug-cc-pVDZ,zeroes,-79.23709831131194,216225
ethane,3,cc-pVDZ,CCSD,-79.23631702819566,552049
ethane,3,cc-pVDZ,ML,-79.23770460238671,429025
ethane,3,cc-pVDZ,ML_exact,-79.23523277609146,544644
ethane,3,cc-pVDZ,MP2,-79.23626853934672,549081
ethane,3,cc-pVDZ,random,-79.23487731383284,550564
ethane,3,cc-pVDZ,zeroes,-79.25810248515467,219961
ethane,4,STO-3G,CCSD,-78.30731904507246,504100
ethane,4,STO-3G,ML,-78.30866610771531,480249
ethane,4,STO-3G,ML_exact,-78.30698297832444,430336
ethane,4,STO-3G,MP2,-78.308903198456,556516
ethane,4,STO-3G,random,-78.30772976448932,448900
ethane,4,STO-3G,zeroes,-78.43470701053363,228484
ethane,4,aug-cc-pVDZ,CCSD,-79.23698225509182,455625
ethane,4,aug-cc-pVDZ,ML,-79.23698021766737,419904
ethane,4,aug-cc-pVDZ,ML_exact,-79.2369854945893,552049
ethane,4,aug-cc-pVDZ,MP2,-79.2369822071849,416025
ethane,4,aug-cc-pVDZ,random,-79.2369817203184,448900
ethane,4,aug-cc-pVDZ,zeroes,-79.23710753675047,232324
ethane,4,cc-pVDZ,CCSD,-79.23526807666485,403225
ethane,4,cc-pVDZ,ML,-79.23471096480768,429025
ethane,4,cc-pVDZ,ML_exact,-79.23768979177626,476100
ethane,4,cc-pVDZ,MP2,-79.23497112434512,456976
ethane,4,cc-pVDZ,random,-79.23506800353218,467856
ethane,4,cc-pVDZ,zeroes,-79.25496819712521,213444
ethane,5,STO-3G,CCSD,-78.30745330618248,467856
ethane,5,STO-3G,ML,-78.31663496580316,499849
ethane,5,STO-3G,ML_exact,-78.31224732394418,519841
ethane,5,STO-3G,MP2,-78.30625217683448,474721
ethane,5,STO-3G,random,-78.30751748457703,484416
ethane,5,STO-3G,zeroes,-78.43493432595,252004
ethane,5,aug-cc-pVDZ,CCSD,-79.23699385707164,462400
ethane,5,aug-cc-pVDZ,ML,-79.23697984529298,492804
ethane,5,aug-cc-pVDZ,ML_exact,-79.2369803871573,454276
ethane,5,aug-cc-pVDZ,MP2,-79.23698195692359,516961
ethane,5,aug-cc-pVDZ,random,-79.2369813680518,561001
ethane,5,aug-cc-pVDZ,zeroes,-79.23711798148778,190969
ethane,5,cc-pVDZ,CCSD,-79.23537113758726,518400
ethane,5,cc-pVDZ,ML,-79.2352674332135,480249
ethane,5,cc-pVDZ,ML_exact,-79.23499178228963,396900
ethane,5,cc-pVDZ,MP2,-79.23478317155337,440896
ethane,5,cc-pVDZ,random,-79.23483091134057,362404
ethane,5,cc-pVDZ,zeroes,-79.2580923563944,243049
ethylene,1,STO-3G,CCSD,-77.22947732544567,430336
ethylene,1,STO-3G,ML,-77.22549327199435,461041
ethylene,1,STO-3G,ML_exact,-77.21574483785125,538756
ethylene,1,STO-3G,MP2,-77.21995975063042,522729
ethylene,1,STO-3G,random,-77.12263480681092,966289
ethylene,1,STO-3G,zeroes,-77.21239838892187,74529
ethylene,1,aug-cc-pVDZ,CCSD,-78.04537268106057,474721
ethylene,1,aug-cc-pVDZ,ML,-78.04538989281288,522729
ethylene,1,aug-cc-pVDZ,ML_exact,-78.04531177457794,471969
ethylene,1,aug-cc-pVDZ,MP2,-78.04538768860765,537289
ethylene,1,aug-cc-pVDZ,random,-78.04308231723651,968256
ethylene,1,aug-cc-pVDZ,zeroes,-78.04536987681294,70225
ethylene,1,cc-pVDZ,CCSD,-78.07790623001276,553536
ethylene,1,cc-pVDZ,ML,-78.07595842673412,326041
ethylene,1,cc-pVDZ,ML_exact,-78.0761890674892,483025
ethylene,1,cc-pVDZ,MP2,-78.07724130035395,413449
ethylene,1,cc-pVDZ,random,-78.06187026995384,1000000
ethylene,1,cc-pVDZ,zeroes,-78.07650750113474,95481
ethylene,2,STO-3G,CCSD,-77.16356500640161,544644
ethylene,2,STO-3G,ML,-77.19966068968833,501264
ethylene,2,STO-3G,ML_exact,-77.19463152557628,571536
ethylene,2,STO-3G,MP2,-77.15946134245793,506944
ethylene,2,STO-3G,random,-77.1026185620088,588289
ethylene,2,STO-3G,zeroes,-77.21869583672358,75076
ethylene,2,aug-cc-pVDZ,CCSD,-78.04515574557571,529984
ethylene,2,aug-cc-pVDZ,ML,-78.04496424195925,594441
ethylene,2,aug-cc-pVDZ,ML_exact,-78.04530818043298,722500
ethylene,2,aug-cc-pVDZ,MP2,-78.04504512146289,608400
ethylene,2,aug-cc-pVDZ,random,-78.04310705345468,627264
ethylene,2,aug-cc-pVDZ,zeroes,-78.04535211027681,64516
ethylene,2,cc-pVDZ,CCSD,-78.04438169427763,580644
ethylene,2,cc-pVDZ,ML,-78.07421277586361,522729
ethylene,2,cc-pVDZ,ML_exact,-78.04478698247162,567009
ethylene,2,cc-pVDZ,MP2,-78.06500381965138,565504
ethylene,2,cc-pVDZ,random,-78.0455061342833,714025
ethylene,2,cc-pVDZ,zeroes,-78.07621723435052,97344
ethylene,3,STO-3G,CCSD,-77.1249584358869,521284
ethylene,3,STO-3G,ML,-77.14755784720057,346921
ethylene,3,STO-3G,ML_exact,-77.08847441371515,462400
ethylene,3,STO-3G,MP2,-77.10666586253251,378225
ethylene,3,STO-3G,random,-77.09659924998908,440896
ethylene,3,STO-3G,zeroes,-77.21627586831033,63504
ethylene,3,aug-cc-pVDZ,CCSD,-78.0436574088179,537289
ethylene,3,aug-cc-pVDZ,ML,-78.04485174359037,552049
ethylene,3,aug-cc-pVDZ,ML_exact,-78.0435980781269,432964
ethylene,3,aug-cc-pVDZ,MP2,-78.04521663540662,553536
ethylene,3,aug-cc-pVDZ,random,-78.04338856460826,408321
ethylene,3,aug-cc-pVDZ,zeroes,-78.04534249950738,87025
ethylene,3,cc-pVDZ,CCSD,-78.04651350112124,485809
ethylene,3,cc-pVDZ,ML,-78.06157540069891,419904
ethylene,3,cc-pVDZ,ML_exact,-78.06634878333503,409600
ethylene,3,cc-pVDZ,MP2,-78.06597614041337,405769
ethylene,3,cc-pVDZ,random,-78.04267607170135,484416
ethylene,3,cc-pVDZ,zeroes,-78.07714414790652,105625
ethylene,4,STO-3G,CCSD,-77.08426742727698,368449
ethylene,4,STO-3G,ML,-77.13089245515742,463761
ethylene,4,STO-3G,ML_exact,-77.14520092786802,430336
ethylene,4,STO-3G,MP2,-77.09889730261868,412164
ethylene,4,STO-3G,random,-77.08203819316425,470596
ethylene,4,STO-3G,zeroes,-77.22144170702764,72361
ethylene,4,aug-cc-pVDZ,CCSD,-78.04487399401366,524176
ethylene,4,aug-cc-pVDZ,ML,-78.044969953935,528529
ethylene,4,aug-cc-pVDZ,ML_exact,-78.04310857581865,494209
ethylene,4,aug-cc-pVDZ,MP2,-78.0435489669404,498436
ethylene,4,aug-cc-pVDZ,random,-78.04311026656652,432964
ethylene,4,aug-cc-pVDZ,zeroes,-78.04529536268743,88804
ethylene,4,cc-pVDZ,CCSD,-78.0405032808233,351649
ethylene,4,cc-pVDZ,ML,-78.04251233504303,481636
ethylene,4,cc-pVDZ,ML_exact,-78.04313205656531,497025
ethylene,4,cc-pVDZ,MP2,-78.04184030843452,401956
ethylene,4,cc-pVDZ,random,-78.04258808305566,462400
ethylene,4,cc-pVDZ,zeroes,-78.07720976319405,99856
ethylene,5,STO-3G,CCSD,-77.10580923366228,412164
ethylene,5,STO-3G,ML,-77.08549189581161,492804
ethylene,5,STO-3G,ML_exact,-77.09283236805379,361201
ethylene,5,STO-3G,MP2,-77.09395584489845,442225
ethylene,5,STO-3G,random,-77.07655445952672,355216
ethylene,5,STO-3G,zeroes,-77.21074238069369,62001
ethylene,5,aug-cc-pVDZ,CCSD,-78.04349762099984,473344
ethylene,5,aug-cc-pVDZ,ML,-78.04308799162513,452929
ethylene,5,aug-cc-pVDZ,ML_exact,-78.0430733261644,562500
ethylene,5,aug-cc-pVDZ,MP2,-78.0447104094474,534361
ethylene,5,aug-cc-pVDZ,random,-78.04306411781982,458329
ethylene,5,aug-cc-pVDZ,zeroes,-78.04537025393428,80089
ethylene,5,cc-pVDZ,CCSD,-78.0399555637664,451584
ethylene,5,cc-pVDZ,ML,-78.04155972974473,417316
ethylene,5,cc-pVDZ,ML_exact,-78.04162439189537,399424
ethylene,5,cc-pVDZ,MP2,-78.04239283269992,446224
ethylene,5,cc-pVDZ,random,-78.0408830960532,476100
ethylene,5,cc-pVDZ,zeroes,-78.0760831459139,99856
fluoroform,1,STO-3G,CCSD,-332.0980965491906,25
fluoroform,1,STO-3G,ML,-332.0975927391316,49
fluoroform,1,STO-3G,ML_exact,-332.0976172301066,49
fluoroform,1,STO-3G,MP2,-332.0975931616612,121
fluoroform,1,STO-3G,random,-332.0975924903183,49
fluoroform,1,STO-3G,zeroes,-332.1084512643729,2601
fluoroform,1,aug-cc-pVDZ,CCSD,-336.8127897632576,256
fluoroform,1,aug-cc-pVDZ,ML,-336.8127904530912,144
fluoroform,1,aug-cc-pVDZ,ML_exact,-336.8127905332115,1156
fluoroform,1,aug-cc-pVDZ,MP2,-336.8127899619913,529
fluoroform,1,aug-cc-pVDZ,random,-336.8127897632565,9
fluoroform,1,aug-cc-pVDZ,zeroes,-336.812807498554,4489
fluoroform,1,cc-pVDZ,CCSD,-336.7876513344996,289
fluoroform,1,cc-pVDZ,ML,-336.7867835322196,9
fluoroform,1,cc-pVDZ,ML_exact,-336.786783552522,25
fluoroform,1,cc-pVDZ,MP2,-336.786783538436,81
fluoroform,1,cc-pVDZ,random,-336.7867835322224,49
fluoroform,1,cc-pVDZ,zeroes,-336.7906684702419,4761
fluoroform,2,STO-3G,zeroes,-332.11750332542397,5041
fluoroform,2,aug-cc-pVDZ,ML_exact,-336.81279097737286,121
fluoroform,2,aug-cc-pVDZ,MP2,-336.81278976325984,121
fluoroform,2,aug-cc-pVDZ,zeroes,-336.8128150194267,5041
fluoroform,2,cc-pVDZ,CCSD,-336.7867835322196,9
fluoroform,2,cc-pVDZ,MP2,-336.7867835322196,9
fluoroform,2,cc-pVDZ,random,-336.7867837347601,25
fluoroform,2,cc-pVDZ,zeroes,-336.792526092702,3844
fluoroform,3,STO-3G,ML,-332.09759248992634,9
fluoroform,3,STO-3G,zeroes,-332.1105708572426,6400
fluoroform,3,aug-cc-pVDZ,ML_exact,-336.81278976325655,9
fluoroform,3,aug-cc-pVDZ,zeroes,-336.8128127373575,3364
fluoroform,3,cc-pVDZ,CCSD,-336.7867835322196,9
fluoroform,3,cc-pVDZ,zeroes,-336.79594834349666,6084
fluoroform,4,STO-3G,zeroes,-332.1111617522755,5329
fluoroform,4,aug-cc-pVDZ,ML,-336.81278976325655,9
fluoroform,4,aug-cc-pVDZ,ML_exact,-336.81278976325655,9
fluoroform,4,aug-cc-pVDZ,random,-336.81278976325655,9
fluoroform,4,aug-cc-pVDZ,zeroes,-336.8128054581273,6241
fluoroform,4,cc-pVDZ,ML_exact,-336.7867835322196,9
fluoroform,4,cc-pVDZ,zeroes,-336.79806791481485,5476
fluoroform,5,STO-3G,zeroes,-332.11932007933285,4900
fluoroform,5,aug-cc-pVDZ,MP2,-336.8127902481243,9
fluoroform,5,aug-cc-pVDZ,random,-336.81278976325655,9
fluoroform,5,aug-cc-pVDZ,zeroes,-336.81280423128965,5476
fluoroform,5,cc-pVDZ,ML,-336.786784284163,25
fluoroform,5,cc-pVDZ,zeroes,-336.7909926709848,5184
formaldehyde,1,STO-3G,CCSD,-112.50006461282625,101761
formaldehyde,1,STO-3G,ML,-112.50075281548324,97344
formaldehyde,1,STO-3G,ML_exact,-112.5002516209555,115600
formaldehyde,1,STO-3G,MP2,-112.50101563505505,115600
formaldehyde,1,STO-3G,random,-112.49064059084309,222784
formaldehyde,1,STO-3G,zeroes,-112.49561039669318,22801
formaldehyde,1,aug-cc-pVDZ,CCSD,-113.88484225077893,95481
formaldehyde,1,aug-cc-pVDZ,ML,-113.88484066127232,91809
formaldehyde,1,aug-cc-pVDZ,ML_exact,-113.88484103495246,90000
formaldehyde,1,aug-cc-pVDZ,MP2,-113.88484224764021,96100
formaldehyde,1,aug-cc-pVDZ,random,-113.88483794379447,227529
formaldehyde,1,aug-cc-pVDZ,zeroes,-113.88477204642713,18769
formaldehyde,1,cc-pVDZ,CCSD,-113.9136703334111,91809
formaldehyde,1,cc-pVDZ,ML,-113.91424967764011,78961
formaldehyde,1,cc-pVDZ,ML_exact,-113.91419653638435,105625
formaldehyde,1,cc-pVDZ,MP2,-113.9142363444676,143641
formaldehyde,1,cc-pVDZ,random,-113.91370140405887,207025
formaldehyde,1,cc-pVDZ,zeroes,-113.91246560263379,28900
formaldehyde,2,STO-3G,CCSD,-112.50090820554315,128164
formaldehyde,2,STO-3G,ML,-112.50058822428942,132496
formaldehyde,2,STO-3G,ML_exact,-112.50030073396074,128164
formaldehyde,2,STO-3G,MP2,-112.49837797917392,118336
formaldehyde,2,STO-3G,random,-112.46928127785505,184900
formaldehyde,2,STO-3G,zeroes,-112.49815542133659,23104
formaldehyde,2,aug-cc-pVDZ,CCSD,-113.88484213985559,133225
formaldehyde,2,aug-cc-pVDZ,ML,-113.88484227426004,122500
formaldehyde,2,aug-cc-pVDZ,ML_exact,-113.88484023116,124609
formaldehyde,2,aug-cc-pVDZ,MP2,-113.88484218605679,124609
formaldehyde,2,aug-cc-pVDZ,random,-113.88462710217244,176400
formaldehyde,2,aug-cc-pVDZ,zeroes,-113.88474837866325,22500
formaldehyde,2,cc-pVDZ,CCSD,-113.91426965464932,128881
formaldehyde,2,cc-pVDZ,ML,-113.91427163519835,123904
formaldehyde,2,cc-pVDZ,ML_exact,-113.91424340534006,124609
formaldehyde,2,cc-pVDZ,MP2,-113.91360060762146,131769
formaldehyde,2,cc-pVDZ,random,-113.91336172189098,177241
formaldehyde,2,cc-pVDZ,zeroes,-113.91333691389032,19881
formaldehyde,3,STO-3G,CCSD,-112.48886911168675,134689
formaldehyde,3,STO-3G,ML,-112.4980753939128,98596
formaldehyde,3,STO-3G,ML_exact,-112.49437141607034,127449
formaldehyde,3,STO-3G,MP2,-112.48450452102192,131044
formaldehyde,3,STO-3G,random,-112.4672186471232,140625
formaldehyde,3,STO-3G,zeroes,-112.49704937221152,26569
formaldehyde,3,aug-cc-pVDZ,CCSD,-113.88484017216417,130321
formaldehyde,3,aug-cc-pVDZ,ML,-113.88482637090861,130321
formaldehyde,3,aug-cc-pVDZ,ML_exact,-113.88480517009954,122500
formaldehyde,3,aug-cc-pVDZ,MP2,-113.88483917653922,123201
formaldehyde,3,aug-cc-pVDZ,random,-113.88460924375194,124609
formaldehyde,3,aug-cc-pVDZ,zeroes,-113.8847341368127,19600
formaldehyde,3,cc-pVDZ,CCSD,-113.91424463928051,121801
formaldehyde,3,cc-pVDZ,ML,-113.91237450457298,116281
formaldehyde,3,cc-pVDZ,ML_exact,-113.91182634985988,118336
formaldehyde,3,cc-pVDZ,MP2,-113.91316677312919,123904
formaldehyde,3,cc-pVDZ,random,-113.90560619062178,136161
formaldehyde,3,cc-pVDZ,zeroes,-113.91380549950323,22801
formaldehyde,4,STO-3G,CCSD,-112.49769376546992,114921
formaldehyde,4,STO-3G,ML,-112.4319279791399,95481
formaldehyde,4,STO-3G,ML_exact,-112.49260109212823,128881
formaldehyde,4,STO-3G,MP2,-112.47379042511231,101761
formaldehyde,4,STO-3G,random,-112.47259868848722,112896
formaldehyde,4,STO-3G,zeroes,-112.49627949423247,22801
formaldehyde,4,aug-cc-pVDZ,CCSD,-113.88476034971872,124609
formaldehyde,4,aug-cc-pVDZ,ML,-113.88462084432335,110224
formaldehyde,4,aug-cc-pVDZ,ML_exact,-113.88476943590818,125316
formaldehyde,4,aug-cc-pVDZ,MP2,-113.88478339739551,113569
formaldehyde,4,aug-cc-pVDZ,random,-113.8845897543877,100489
formaldehyde,4,aug-cc-pVDZ,zeroes,-113.88478011126229,37249
formaldehyde,4,cc-pVDZ,CCSD,-113.91073030922512,112225
formaldehyde,4,cc-pVDZ,ML,-113.88227808504904,84681
formaldehyde,4,cc-pVDZ,ML_exact,-113.90595372557583,106276
formaldehyde,4,cc-pVDZ,MP2,-113.90455746737801,108241
formaldehyde,4,cc-pVDZ,random,-113.88020472938457,95481
formaldehyde,4,cc-pVDZ,zeroes,-113.91245784354398,43264
formaldehyde,5,STO-3G,CCSD,-112.48448962883838,90601
formaldehyde,5,STO-3G,ML,-112.38682989304165,80656
formaldehyde,5,STO-3G,ML_exact,-112.47217114062376,98596
formaldehyde,5,STO-3G,MP2,-112.39580717018588,87616
formaldehyde,5,STO-3G,random,-112.4431540594904,102400
formaldehyde,5,STO-3G,zeroes,-112.49299475496552,23409
formaldehyde,5,aug-cc-pVDZ,CCSD,-113.88255651746015,88209
formaldehyde,5,aug-cc-pVDZ,ML,-113.88478204325371,94249
formaldehyde,5,aug-cc-pVDZ,ML_exact,-113.88476605455433,95481
formaldehyde,5,aug-cc-pVDZ,MP2,-113.88461512159883,104976
formaldehyde,5,aug-cc-pVDZ,random,-113.88246771610069,94249
formaldehyde,5,aug-cc-pVDZ,zeroes,-113.88477109826054,26569
formaldehyde,5,cc-pVDZ,CCSD,-113.88243191007003,87616
formaldehyde,5,cc-pVDZ,ML,-113.90544059262176,89401
formaldehyde,5,cc-pVDZ,ML_exact,-113.88110388792545,90000
formaldehyde,5,cc-pVDZ,MP2,-113.90820981347464,99225
formaldehyde,5,cc-pVDZ,random,-113.88074386375449,85264
formaldehyde,5,cc-pVDZ,zeroes,-113.91290315432023,21609
methane,1,STO-3G,CCSD,-39.80610479235149,13225
methane,1,STO-3G,ML,-39.805955182648674,10000
methane,1,STO-3G,ML_exact,-39.806075649086964,14641
methane,1,STO-3G,MP2,-39.80615219279028,10816
methane,1,STO-3G,random,-39.80615652516585,15876
methane,1,STO-3G,zeroes,-39.80450115431988,5041
methane,1,aug-cc-pVDZ,CCSD,-40.19972945769723,14884
methane,1,aug-cc-pVDZ,ML,-40.19972945771303,15129
methane,1,aug-cc-pVDZ,ML_exact,-40.19972945778083,15625
methane,1,aug-cc-pVDZ,MP2,-40.19972945777347,14161
methane,1,aug-cc-pVDZ,random,-40.19972945777798,15876
methane,1,aug-cc-pVDZ,zeroes,-40.19972491530844,4489
methane,1,cc-pVDZ,CCSD,-40.211692785202516,11881
methane,1,cc-pVDZ,ML,-40.211693896466244,12100
methane,1,cc-pVDZ,ML_exact,-40.211597683207614,11664
methane,1,cc-pVDZ,MP2,-40.211696072802,12769
methane,1,cc-pVDZ,random,-40.211696209215404,15876
methane,1,cc-pVDZ,zeroes,-40.21132696749024,5776
methane,2,STO-3G,CCSD,-39.806156442532455,15625
methane,2,STO-3G,ML,-39.806156521829024,15625
methane,2,STO-3G,ML_exact,-39.806154097147044,15376
methane,2,STO-3G,MP2,-39.80615421546935,15129
methane,2,STO-3G,random,-39.80615652516585,15876
methane,2,STO-3G,zeroes,-39.803945467132806,4225
methane,2,aug-cc-pVDZ,CCSD,-40.19972945778086,15625
methane,2,aug-cc-pVDZ,ML,-40.19972945777798,15876
methane,2,aug-cc-pVDZ,ML_exact,-40.19972945777798,15876
methane,2,aug-cc-pVDZ,MP2,-40.19972945777798,15876
methane,2,aug-cc-pVDZ,random,-40.19972945777798,15876
methane,2,aug-cc-pVDZ,zeroes,-40.19972334545612,5625
methane,2,cc-pVDZ,CCSD,-40.211696209215404,15876
methane,2,cc-pVDZ,ML,-40.211696209074915,15625
methane,2,cc-pVDZ,ML_exact,-40.21169620904115,15625
methane,2,cc-pVDZ,MP2,-40.211696209215404,15876
methane,2,cc-pVDZ,random,-40.211696209215404,15876
methane,2,cc-pVDZ,zeroes,-40.211515564055276,5625
methane,3,STO-3G,CCSD,-39.80615652516585,15876
methane,3,STO-3G,ML,-39.80615652516585,15876
methane,3,STO-3G,ML_exact,-39.80615652516585,15876
methane,3,STO-3G,MP2,-39.80615652516585,15876
methane,3,STO-3G,random,-39.80615652516585,15876
methane,3,STO-3G,zeroes,-39.80415855967513,4356
methane,3,aug-cc-pVDZ,CCSD,-40.19972945777798,15876
methane,3,aug-cc-pVDZ,ML,-40.19972945777798,15876
methane,3,aug-cc-pVDZ,ML_exact,-40.19972945777798,15876
methane,3,aug-cc-pVDZ,MP2,-40.19972945777798,15876
methane,3,aug-cc-pVDZ,random,-40.19972945777798,15876
methane,3,aug-cc-pVDZ,zeroes,-40.19972937694085,4489
methane,3,cc-pVDZ,CCSD,-40.211696209215404,15876
methane,3,cc-pVDZ,ML,-40.211696209215404,15876
methane,3,cc-pVDZ,ML_exact,-40.211696209215404,15876
methane,3,cc-pVDZ,MP2,-40.211696209215404,15876
methane,3,cc-pVDZ,random,-40.211696209215404,15876
methane,3,cc-pVDZ,zeroes,-40.21158192038149,6724
methane,4,STO-3G,CCSD,-39.80615652516585,15876
methane,4,STO-3G,ML,-39.80615652516585,15876
methane,4,STO-3G,ML_exact,-39.80615652516585,15876
methane,4,STO-3G,MP2,-39.80615652516585,15876
methane,4,STO-3G,random,-39.80615652516585,15876
methane,4,STO-3G,zeroes,-39.80466587599919,5476
methane,4,aug-cc-pVDZ,CCSD,-40.19972945777798,15876
methane,4,aug-cc-pVDZ,ML,-40.19972945777798,15876
methane,4,aug-cc-pVDZ,ML_exact,-40.19972945777798,15876
methane,4,aug-cc-pVDZ,MP2,-40.19972945777798,15876
methane,4,aug-cc-pVDZ,random,-40.19972945777798,15876
methane,4,aug-cc-pVDZ,zeroes,-40.19972328044089,5476
methane,4,cc-pVDZ,CCSD,-40.21169620904115,15625
methane,4,cc-pVDZ,ML,-40.211696209215404,15876
methane,4,cc-pVDZ,ML_exact,-40.211696209215404,15876
methane,4,cc-pVDZ,MP2,-40.211696209215404,15876
methane,4,cc-pVDZ,random,-40.211696209215404,15876
methane,4,cc-pVDZ,zeroes,-40.211494236795915,5625
methane,5,STO-3G,CCSD,-39.80615652516585,15876
methane,5,STO-3G,ML,-39.80615652516585,15876
methane,5,STO-3G,ML_exact,-39.806156442532455,15625
methane,5,STO-3G,MP2,-39.80615652516585,15876
methane,5,STO-3G,random,-39.80615652516585,15876
methane,5,STO-3G,zeroes,-39.80442526960361,4761
methane,5,aug-cc-pVDZ,CCSD,-40.19972945777798,15876
methane,5,aug-cc-pVDZ,ML,-40.19972945777798,15876
methane,5,aug-cc-pVDZ,ML_exact,-40.19972945777798,15876
methane,5,aug-cc-pVDZ,MP2,-40.19972945777798,15876
methane,5,aug-cc-pVDZ,random,-40.19972945777798,15876
methane,5,aug-cc-pVDZ,zeroes,-40.199729371362224,5625
methane,5,cc-pVDZ,CCSD,-40.211696209215404,15876
methane,5,cc-pVDZ,ML,-40.211696209215404,15876
methane,5,cc-pVDZ,ML_exact,-40.211696209215404,15876
methane,5,cc-pVDZ,MP2,-40.211696209215404,15876
methane,5,cc-pVDZ,random,-40.211696209215404,15876
methane,5,cc-pVDZ,zeroes,-40.2114582172301,5776
methanol,1,STO-3G,CCSD,-113.65904250900434,229441
methanol,1,STO-3G,ML,-113.65603298077781,380689
methanol,1,STO-3G,ML_exact,-113.65847683200701,268324
methanol,1,STO-3G,MP2,-113.65780800947238,281961
methanol,1,STO-3G,random,-113.60962418966503,480249
methanol,1,STO-3G,zeroes,-113.65715338396944,87616
methanol,1,aug-cc-pVDZ,CCSD,-115.06157165338362,320356
methanol,1,aug-cc-pVDZ,ML,-115.06157240467098,280900
methanol,1,aug-cc-pVDZ,ML_exact,-115.06155019813548,341056
methanol,1,aug-cc-pVDZ,MP2,-115.06155480667664,299209
methanol,1,aug-cc-pVDZ,random,-115.06151197646022,685584
methanol,1,aug-cc-pVDZ,zeroes,-115.06156621858307,109561
methanol,1,cc-pVDZ,CCSD,-115.0680420904981,258064
methanol,1,cc-pVDZ,ML,-115.06771626379333,346921
methanol,1,cc-pVDZ,ML_exact,-115.06764570541068,245025
methanol,1,cc-pVDZ,MP2,-115.06748746154932,354025
methanol,1,cc-pVDZ,random,-115.05618218050708,729316
methanol,1,cc-pVDZ,zeroes,-115.06684897713794,88209
methanol,2,STO-3G,CCSD,-113.61852711486162,278784
methanol,2,STO-3G,ML,-113.57951902657089,236196
methanol,2,STO-3G,ML_exact,-113.60920389656235,243049
methanol,2,STO-3G,MP2,-113.5993846100462,154449
methanol,2,STO-3G,random,-113.55153083911577,228484
methanol,2,STO-3G,zeroes,-113.65291059724473,80656
methanol,2,aug-cc-pVDZ,CCSD,-115.06152995352352,227529
methanol,2,aug-cc-pVDZ,ML,-115.06153899470937,199809
methanol,2,aug-cc-pVDZ,ML_exact,-115.06155629278297,235225
methanol,2,aug-cc-pVDZ,MP2,-115.061532157134,188356
methanol,2,aug-cc-pVDZ,random,-115.06147538218056,191844
methanol,2,aug-cc-pVDZ,zeroes,-115.06157084199455,99225
methanol,2,cc-pVDZ,CCSD,-115.06042792240035,254016
methanol,2,cc-pVDZ,ML,-115.0586806927223,230400
methanol,2,cc-pVDZ,ML_exact,-115.06394285274925,269361
methanol,2,cc-pVDZ,MP2,-115.06245939708299,254016
methanol,2,cc-pVDZ,random,-115.0558917137707,269361
methanol,2,cc-pVDZ,zeroes,-115.06689264922298,103684
methanol,3,STO-3G,CCSD,-113.56068364665475,164025
methanol,3,STO-3G,ML,-113.55748012663429,136161
